Permalink	Nombre_corr2	Type	Fecha	Engagement	mes	periodo	Pago	Message.y	bloque
https://www.facebook.com/113384436026702/posts/310348999663577/	Caren Tepp	video	2019-03-28T00:00:00Z	144	marzo	1	No	Acceder a #alimentos saludables a bajo costo no puede ser un privilegio ⬇En #Rosario podemos producir alimentos de calidad para todas y todos y hacer que el litro de #leche no salga más caro que en Alemania 👇✔️Poner a trabajar la tierra ociosa de la ciudad para producir 🌽🍊🍅.✔️Crear una planta láctea pública 🏭 para que la leche 🥛 tenga un precio razonable.	Ciudad Futura
https://www.facebook.com/113384436026702/posts/310790732952737/	Caren Tepp	photo	2019-03-29T00:00:00Z	299	marzo	1	No	En Argentina comer tiene que ser barato y en #Rosario vamos a demostrar que podemos lograrlo 💪En Ciudad Futura el acceso a los alimentos es prioridad por eso creamos la Misión Anti Inflación y recuperamos el Tambo La Resistencia proyectos que este medio día nos permitieron convidar a los y las rosarinas productos sanos a buenos precios. En nuestro gobierno los alimentos van a ser política de estado. Para que nadie tenga que pagar acá la leche más cara que en Alemania y para que todas y todos podamos acceder a productos de calidad.En la ciudad existen 800 hectáreas que no se usan para nada allí vamos generar un polo agroindustrial donde funcione entre otras cosas una planta láctea pública. Para eso estos días nos reunimos con distintos actores que desde hace tiempo vienen trabajando e investigando en producción y comercialización de alimentos. Con ellas y ellos vamos a seguir proyectando una Rosario productiva!	Ciudad Futura
https://www.facebook.com/113384436026702/posts/312187649479712/	Caren Tepp	photo	2019-04-02T00:00:00Z	125	abril	1	No	Mañana miércoles 3 de abril a las 19hs en el Distrito Siete (Lagos 790) presentamos este hermoso libro parido desde 52 autoras 🌈. Una producción 100% colectiva y autogestiva para seguir dialogando sobre cómo hacer ciudades donde las mayorías sean protagonistas de sus destinos 💪. #FUTURAS #CiudadesFeministas 👇	Ciudad Futura
https://www.facebook.com/113384436026702/posts/313081749390302/	Caren Tepp	photo	2019-04-04T00:00:00Z	218	abril	1	No	Algunas imágenes de la emocionante presentación de #FUTURAS #CudadesFeministas💜52 autoras💜Una poducción 100% colectiva y autogestiva 👇 Vamos a cambiar el modelo de ciudad para que #Rosario sea de verdad para todas para todos 💪	Ciudad Futura
https://www.facebook.com/113384436026702/posts/314596532572157/	Caren Tepp	photo	2019-04-08T00:00:00Z	173	abril	1	No	Ayer las compañeras de Ciudad Futura y Causa - Organización Popular se armaron un hermoso ferión: más de 100 productoras 👭👭 varieté de payasas 🤹🏻‍♀️ y Ayelén Beker en vivo 🎤.Con autogestión y muchas manos a estos tiempos difíciles los afrontamos apostando a la producción colaborativa y solidaria! 💜#GenteDistinta para construir #UnFuturoDiferenteImpulsarFeria Furia FeministaLa Libre#ferias #autogestion	Ciudad Futura
https://www.facebook.com/113384436026702/posts/315045052527305/	Caren Tepp	video	2019-04-09T00:00:00Z	211	abril	1	No	En Nuevo Alberdi el barrio donde empezamos a militar con Juan el barrio donde recuperamos el Tambo La Resistencia y donde nació la escuela ETICA no había jardines de 4 años. Por eso en el 2016 decidimos abrir el jardin de la Ética. Ya pasaron por él más de 100 niñas y niños 👦🏼👧🏾👦🏻👧🏽 y ayer arrancaron otros 30.Ahí donde el estado no hace lo que tiene que hacer con organización y muchas manos (este año se sumaron al equipo docente vecinas madres y egresadas del asecundaria💜) seguimos contruyendo #UnFuturoDiferente 🌈	Ciudad Futura
https://www.facebook.com/113384436026702/posts/315465115818632/	Caren Tepp	video	2019-04-10T00:00:00Z	129	abril	1	No	👇La síntesis de una de nuestras propuestas para abordar el problema de la seguridad y el narcotráfico en #Rosario: la creación de La AGENCIA de JUSTICIA URBANÍSTICA para seguir la ruta del lavado de dinero que va al negocio inmobiliario.Mañana en el programa de tv “La voz del grillo” (23hs por Televisión Regional vamos a presentar todas nuestras propuestas en seguridad para la ciudad.Gracias a la gente de “Apuntes y Resumen” y a Radio Universidad UNR por este recorte!	Ciudad Futura
https://www.facebook.com/113384436026702/posts/315813392450471/	Caren Tepp	video	2019-04-11T00:00:00Z	208	abril	1	No	Cuando hablamos del potencial de hacer una revolución educativa desde el municipio nos basamos en experiencias como esta 👇Ale Abasto como tantos otros pibes y pibas no tuvo lugar en las escuelas tradicionales pero llegó al Bachillerato Popular Tablada y pudo terminar la secundaria👨🏻‍🎓. Hoy estudia Ciencias Políticas en la Universidad Nacional de Rosario.El Bachi Tablada y la ETICA son escuelas que fundamos ahí donde el estado está ausente. Imagínense lo que podríamos hacer si el gobierno municipal se pone al hombro la recuperación de la red de instituciones públicas que hoy ya existen en los barrios pero que están abandonadas. El modelo de ciudad cambia las pibas y los pibes tienen oportunidades y los barrios se vuelven más igualitarios y más seguros! 💪🏽	Ciudad Futura
https://www.facebook.com/113384436026702/posts/316243362407474/	Caren Tepp	video	2019-04-12T00:00:00Z	109	abril	1	No	Ayer junto a Carlos del Frade  y Juan Monteverde presentamos nuestras propuestas en SEGURIDAD para #Rosario.Una de ellas es investigar y llevar a la justicia a los verdaderos generadores de la violencia a través de la Agencia de Justicia Urbanística 👇.También vamos a impulsar una revolución educativa municipal para brindarle oportunidades de verdad a nuestros pibes y pibas. Y vamos a garantizar que el Estado asuma una fuerte inversión de calidad en el espacio público para que la gente se sienta segura y protegida estando en la calle.Para ver el plan de Seguridad completo 👉http://gentedistinta.com.ar/?p=1088#GenteDistinta para construir #UnFuturoDiferente	Ciudad Futura
https://www.facebook.com/113384436026702/posts/316653945699749/	Caren Tepp	photo	2019-04-13T00:00:00Z	182	abril	1	No	El jueves aprobamos en el Concejo de #Rosario un pedido de informe para que el municipio diga cómo se financia la agenda cultural del municipio. No discutimos el uso de fondos públicos para espectáculos que es obvio que tiene que estar cuestionamos la arbitrariedad y el uso electoral de esos fondos. Preocupación que nos acercaron distintos gestores culturales de la ciudad que en medio de la crisis económica que vivimos ahora además tienen una competenica desigual con la agenda cultural del Estado. Shows masivos con artistas nacionales donde aparecen candidatos del oficialismo que nada tienen que ver con la programación cultural y que terminan compitiendo con la agenda cultural autogestiva e independiente.	Ciudad Futura
https://www.facebook.com/113384436026702/posts/317141258984351/	Caren Tepp	photo	2019-04-15T00:00:00Z	187	abril	1	No	Sonreímos porque como dijo hoy Monte tienen el poder y lo van a perder! Gracias compañeras gracias compañeros gracias @cdelfrade el futuro que se viene es como lo soñamos!#GenteDistinta para #UnFuturoDiferente @ Rosario Santa Fe	Ciudad Futura
https://www.facebook.com/113384436026702/posts/317311682300642/	Caren Tepp	photo	2019-04-15T00:00:00Z	193	abril	1	No	Sonreímos porque como dijo hoy Monte tienen el poder y lo van a perder! Gracias compañeras gracias compañeros gracias Carlos del Frade el futuro que se viene es como lo soñamos!#GenteDistinta para #UnFuturoDiferente	Ciudad Futura
https://www.facebook.com/113384436026702/posts/317687582263052/	Caren Tepp	photo	2019-04-16T00:00:00Z	673	abril	1	No	👉🏽Hace 15 días te contábamos sobre nuestra propuesta de hacer una Planta Láctea Pública 🐄 en #Rosario para que el litro de leche no cueste más cara que en Alemania.👆🏽Hoy sin ser todavía gobierno demostramos que en la ciudad nadie se va a quedar sin este alimento básico🥛: impulsamos una alianza estratégica con las y los trabajadores de la Cooperativa Tambera Cotar que nos permite ofrecer 3 litros de leche a $100.Cuándo y dónde?📍Hoy martes 16 en la Plaza Sarmiento a partir de las 11hs.📍El jueves 18 en los seis distritos de @ciudad_futura:*Norte (Av. Rondeau esquina Freire)*Sur (Uriburu 1074)*Centro (San Martín 1168)*Noroeste (Eva Perón 6678)*Oeste (Viamonte 4139)*Sudoeste (Arijón 2433)En la puerta de la Planta Cotar (Umberto Primo 1155)En Nuevo Alberdi-Los horarios van a ser especificados durante el día-En Argentina 🇦🇷 comer sano tiene que ser barato y en #Rosario ya lo estamos demostrando!#GenteDistinta para construir #UnFuturoDiferente	Ciudad Futura
https://www.facebook.com/113384436026702/posts/317839028914574/	Caren Tepp	video	2019-04-16T00:00:00Z	378	abril	1	No	Hoy un montón de gente se llevó 3 litros de leche a $100 🥛. El #Sachetazo sigue este jueves 18 en los distintos distritos de @ciudad_futura y vamos a hacerlo todas las semanas en #Rosario.Porque aún en estos tiempos de crisis con voluntad política y muchas manos podemos resolver los problemas de todas y todos!💪#GenteDistinta para #UnFuturoDiferente	Ciudad Futura
https://www.facebook.com/113384436026702/posts/317846005580543/	Caren Tepp	video	2019-04-16T00:00:00Z	103	abril	1	No	Hoy un montón de gente se llevó 3 litros de leche a $100 🥛.El #Sachetazo sigue este jueves 18 en los distintos distritos Ciudad Futura y vamos a hacerlo todas las semanas en #Rosario. Podés acercarte a partir de las 11 a:📍Cualquiera de los seis distritos de Ciudad Futura:*Norte (Av. Rondeau esquina Freire)*Sur (Uriburu 1074)*Centro (San Martín 1168)*Noroeste (Eva Perón 6678)*Oeste (Viamonte 4139)*Sudoeste (Arijón 2433)📍La puerta de la Planta Cotar (Umberto Primo 1155)📍En Nuevo Alberdi (dirección a confirmar)Porque aún en estos tiempos de crisis con voluntad política y muchas manos podemos resolver los problemas de todas y todos!💪 #GenteDistinta para #UnFuturoDiferente	Ciudad Futura
https://www.facebook.com/113384436026702/posts/318136512218159/	Caren Tepp	photo	2019-04-17T00:00:00Z	296	abril	1	No	👇Con voluntad política en #Rosario comer sano puede ser barato!En medio de la crisis que atraviesa el sector lácteo y con una inflación que se dispara cada vez más ayer presentamos la alianza productiva entre Ciudad Futura y la Cooperativa rosarina tambera Cotar que nos permite ofrecer el LITRO DE LECHE a $33.Todas las semanas vamos a comercializar este producto 🥛 en los distritos de Ciudad Futura ubicados en 6 barrios diferentes de la ciudad.Si pudimos hacer todo esto aún sin ser gobierno con organización y autogestión imaginate lo que podríamos lograr desde el municipio!💪#GenteDistinta para #UnFuturoDiferente	Ciudad Futura
https://www.facebook.com/113384436026702/posts/318634795501664/	Caren Tepp	photo	2019-04-18T00:00:00Z	264	abril	1	No	Hoy visitamos y recorrimos junto a @juanmonteverde la planta de la Cooperativa Láctea Cotar. Emociona ver esos 80 años de historia de un emblema de la producción en la ciudad. Y en definitiva de eso se trata esta alianza estratégica que desde @ciudad_futura compartimos con Cotar: de demostrar que las ciudades pueden producir y que si los alimentos son una política de Estado ningún rosarino ni rosarina debería dejar de acceder a cosas tan básicas como la leche! En Argentina comer debería ser barato y en Rosario lo vamos a demostrar! @ COTAR	Ciudad Futura
https://www.facebook.com/113384436026702/posts/319028422128968/	Caren Tepp	photo	2019-04-19T00:00:00Z	326	abril	1	No	En las elecciones de 2017 nuestra lista de candidatas a diputadas (El Poder de las Mujeres) y la de Carlos del Frade por el Frente Social y Popular sumaron en conjunto 130 mil votos. Pero a diferencia de hace dos años este 2019 nos encuentra juntos y el desafío de esta confluencia es ir por más porque la provincia de #SantaFe necesita que seamos muchas y muchos los que empujemos una nueva fuerza capaz de disputarle de igual a igual los espacios de poder a los mismos de siempre.Queremos seguir construyendo nuestra red de pueblos y ciudades que desde abajo genera proyectos concretos territoriales que transforman la vida de la gente aquí y ahora. Este 2019 con la candidatura de Carlitos a la Legislatura provincial se sintetizan muchas de estas cosas: el trabajo con la gente la transparencia y y por sobre todo el #Hacer esa característica que tanto nos define y une.Este 2019 hay una alternativa en la provincia de Santa Fe. Para transformar todo lo que deba ser transformado con una nueva forma de construir política más sensible consciente de los problemas reales y sabiendo qué hacer para solucionarlos.Tenemos una oportunidad histórica. Por eso vamos con #DelFradeDiputado quien está acompañado en la lista por nuestra compañera Dámaris Pacchiotti de #CañadadeGomez y con ella todas las compañeras todos los sueños de una Santa Fe más igualitaria más libre más justa.Por eso este 2019 necesitamos #GenteDistinta para construir #UnFuturoDiferente 🌈Santa Fe Futura	Ciudad Futura
https://www.facebook.com/113384436026702/posts/319772818721195/	Caren Tepp	photo	2019-04-21T00:00:00Z	211	abril	1	No	Ayer en Balcarce y el río les pibis fueron protagonistas porque como dijo Ofelia Fernández en sus corazones está la pedagogía para cambiar todo lo que deseemos cambiar 💪💜Ciudad FuturaPatria Grande RosarioPampillón - El GritoLobo Suelto	Ciudad Futura
https://www.facebook.com/113384436026702/posts/320983898600087/	Caren Tepp	photo	2019-04-24T00:00:00Z	395	abril	1	No	Falta nada para el domingo y en medio de tanta emoción me llega esta fotaza. Ahí firmes y con la sonrisa más linda del mundo están les pibis 🌈.Ellas ellos elles son nuestra revolución porque como dijo otra gran piba es aburrido pensar que lo que podés hacer viene mañana. Estamos ahora y acá. Nos autopercibimos presente.Hoy podemos cambiarlo todo💪#LesPibisAlPoder	Ciudad Futura
https://www.facebook.com/113384436026702/posts/321103595254784/	Caren Tepp	photo	2019-04-24T00:00:00Z	250	abril	1	No	Hoy en el Centro de Justicia Penal de #Rosario acompañamos a la familia de Paula Perassi en los alegatos finales del juicio por su desaparición.Abrazo enorme a Alberto y Alicia que jamás bajaron los brazos.Por Paula y por todas que sea justicia!#SinPaulaPerassiNoHayNuncaMas #JusticiaPorPaulaPerassi	Ciudad Futura
https://www.facebook.com/113384436026702/posts/321407811891029/	Caren Tepp	video	2019-04-25T00:00:00Z	251	abril	1	No	El domingo voto convencida como lo hago desde el 2013 cuando nació la querida Ciudad Futura porque ya no queríamos seguir eligiendo entre los mismos de siempre.El domingo voto emocionada porque sé que somos muchas y muchos más los que compartimos este deseo. Y muchas y muchos más los que trabajamos todos los días para que la ciudad sea como la soñamos.El domingo voto con ilusión porque esta vez tenemos la oportunidad histórica de cambiar de verdad #Rosario.#GenteDistinta para construir #UnFuturoDiferente🌈	Ciudad Futura
https://www.facebook.com/113384436026702/posts/321515051880305/	Caren Tepp	photo	2019-04-25T00:00:00Z	223	abril	1	No	🔻Hacer Pueblo Esther💜Yanina Mennelli concejalaCiudad Futura se presenta por primera vez en las elecciones de #PuebloEsther👇🏽Desde el año 2017 nos hemos extendido a toda la provincia de #SantaFe para convidar nuestra forma de #Hacer ❤️. Y de esas experiencias surgió esta posibilidad histórica en Pueblo Esther que por primera vez elegirá concejales. Nuestra compañera Yanina Mennelli encabeza la lista de Hacer Pueblo Esther un espacio surgido desde abajo desde la organización de vecinos y vecinas 🙋🏻‍♀️🙋🏻‍♂️ que vienen trabajando por el bien común en distintos proyectos para la ciudad y que quieren tener voz y voto en el nuevo Concejo.Abrazo y fuerzas para Yani y para todos y todas las compañeras y compañeros que están demostrando que también allí existe otra forma de hacer política que pone primero las necesidades concretas de la gente y no los intereses de unos pocos.Este domingo van a hacer historia en las urnas 🗳!	Ciudad Futura
https://www.facebook.com/113384436026702/posts/322208048477672/	Caren Tepp	photo	2019-04-27T00:00:00Z	282	abril	1	No	🎵Para un futuro distinto dejemos de votar a los mismos🎵.Y que el concejo se llene de gente común que decida qué ciudad queremos. Este domingo ✅!Ciudad FuturaPitu SalinasLuz Olazagoitía	Ciudad Futura
https://www.facebook.com/113384436026702/posts/322663881765422/	Caren Tepp	photo	2019-04-28T00:00:00Z	638	abril	1	No	Votamos convencidas!Votamos por la vida por la esperanza por los sueños colectivos por el deseo de vivir en una ciudad sin miedos en una ciudad donde no importe el barrio donde hayas nacido o la identidad de género que hayas elegido para tener las mismas oportunidades de estudiar de trabajar de vivir en libertad.Votamos para feminizar la política para poner en valor la empatía los afectos las emociones y recuperarla de quienes la convirtieron en el negocios de unos pocos.Votamos con el corazón votamos para ganar la ciudad 💜❤️💙💚🧡💛	Ciudad Futura
https://www.facebook.com/113384436026702/posts/322916918406785/	Caren Tepp	photo	2019-04-29T00:00:00Z	772	abril	1	No	Gracias a todos y todas las rosarinas que nos acompañaron masivamente en las urnas 💚💜❤️💛🧡💙Hoy sólo siento una enorme felicidad y responsabilidad por pertenecer a una generación q está dispuesta a protagonizar las transformaciones más profundas para que la sociedad se parezca más a la que soñamos 🌈Este abrazo electoral que hoy recibo es principalmente un abrazo a todas las mujeres pibas jóvenes y vecinas de nuestra ciudad que día a día dan la pelea  para que todes vivamos en una #Rosario sin miedos una #Rosario más igualitaria justa y libre 🤗🥰Vamos a junio a multiplicar las esperanzas y a construir una victoria que nos permita ganar la ciudad para que el futuro que soñamos llegue antes ✊❤️ @ Distrito Sie7e	Ciudad Futura
https://www.facebook.com/113384436026702/posts/326390494726094/	Caren Tepp	video	2019-05-07T00:00:00Z	296	mayo	1	No	“Aquí está hermanas mías resumida en la letra apretada de pocos artículos una historia larga de luchas tropiezos y esperanzas. Por eso hay en ella crispaciones de indignación sombras de ocasos amenazadores pero también alegre despertar de auroras triunfales. Y en esto último se traduce la victoria de las mujeres sobre las incomprensiones las negaciones y los intereses creados de las castas”🗳💜.Así la peleó la enorme Evita así la pelearon miles de compañeras durante décadas así la seguiremos peleando cada una de nosotras hasta que todas hasta que todes seamos libres e iguales.#Evita100Años	Ciudad Futura
https://www.facebook.com/113384436026702/posts/326421128056364/	Caren Tepp	photo	2019-05-07T00:00:00Z	148	mayo	1	No	🌱¿Qué puede una planta?Hoy martes 7 a las 18.30hs en San Martín 1168 te esperamos en la charla que organizamos junto a Sofi Maiorana de Aupac Esteban Serra decano de la facultad de Bioquímica de la UNR y Natalia Mola de Madres Que Se Plantan.Tanto en las instituciones académicas como en las organizaciones de las que son parte ellas y ellos vienen promoviendo el uso del #Cannabis con fines medicinales y terapéuticos. Desde Ciudad Futura las y los acompañamos y logramos en 2018 un fallo ejemplar a nivel nacional donde se avala el autocultivo de las madres👩‍👧‍👦 en coordinación con Aupac y la Facultad.La intención es visibilizar la lucha💪🏽 que se viene dando en #Rosario y ampliar el debate sobre la única planta que está prohibida en el mundo!#cannabismedicinal #cannabisterapeutica#madresqueseplantan	Ciudad Futura
https://www.facebook.com/113384436026702/posts/329919084373235/	Caren Tepp	photo	2019-05-15T00:00:00Z	178	mayo	1	No	Empieza la campaña que el gran Carlitos llamó la más feliz y desde acá el corazón no da más de la emoción. Somos muchas y muchos los que creemos que esta vez #Rosario y la provincia sí pueden de cambiar de verdad! Somos muchas y muchos las que vamos a votar convencidas y convencidos 💜❤️🧡💛💚💙!Si querés sumarte a alguna de las actividades de campaña dejanos un comentario por acá 👇 o escribinos por privado 📬. Hay de todo para elegir 😉.Ciudad FuturaFrente Social y PopularPatria Grande RosarioCausa - Organización PopularUnidad Popular Santa Fe	Ciudad Futura
https://www.facebook.com/113384436026702/posts/329961311035679/	Caren Tepp	photo	2019-05-15T00:00:00Z	300	mayo	1	No	👉Hoy junto a Jesica Pellegrini presentamos un proyecto en el Concejo para repudiar las palabras de Manuel Cornejo y exigir el cumplimiento de la Ordenanza Nº 7981 (2006) que propicia la gradual incorporación de mujeres en el plantel de choferes de las líneas municipales del Transporte Urbano de Pasajeros de #Rosario.Manifestaciones de esa naturaleza provenientes de quienes deberían representar los intereses de las trabajadoras no sólo perjudican su reclamo laboral sino que abonan a los prejuicios y estereotipos de género que reproducen relaciones desiguales e injustas en perjuicio de las mujeres.No vamos a tolerar éste ni ningún otro retroceso en nuestros derechos conseguidos. Nos solidarizamos y acompañamos a las compañeras conductoras en su lucha 💪!	Ciudad Futura
https://www.facebook.com/113384436026702/posts/330472694317874/	Caren Tepp	photo	2019-05-16T00:00:00Z	135	mayo	1	No	En el marco de la SEMANA DEL PARTO RESPETADO🤰🏽 nos encontramos con las organizaciones OVO Regional #Rosario y Las Casildas que vienen trabajando por los derechos de las mujeres y las personas gestantes.Por eso este viernes a las 13.30 en el Concejo Municipal (Córdoba y 1 de Mayo) presentamos juntas el lanzamiento del Observatorio de Violencia Obstétrica Regional #Rosario donde Las Casildas compartirán datos nacionales📊 sobre las secuelas de la violencia en embarazos partos y nacimientos.Visibilizar y concientizar sobre estas prácticas violentas es el primer paso para poder prevenirlas y que seamos nosotras las que decidamos sobre nuestros cuerpos🙋🏽‍♀. #NosotrasParimos #NosotrasDecidimos#BastaDeViolenciaObstetrica#smpr	Ciudad Futura
https://www.facebook.com/113384436026702/posts/330978184267325/	Caren Tepp	video	2019-05-17T00:00:00Z	328	mayo	1	No	Una de las cosas que quedó en el tintero después de los desagradables dichos del titular de la UTA que dijo que la mujer no está preparada para manejar un colectivo es esto 👇🏽 que hoy quisimos dejar en claro en el Concejo. Porque los dichos los repudian todos y todas pero también es verdad que la política se debe una verdadera autocrítica si quiere recuperar su vínculo genuino con la ciudadanía.No podemos naturalizar que desde hace 13 años sea el propio Estado Municipal el que incumpla una ordenanza aprobada para que se incorporen mujeres al plantel de choferes en las líneas municipales del Transporte Urbano de Pasajeros.Desde Ciudad Futura estamos convencidas de que en el siglo XXI no alcanza con que el Concejo se límite a sancionar ordenanzas es igual de necesario acompañar los procesos de lucha y organización de la sociedad para que esos derechos se garanticen efectivamente.Vamos a seguir apoyando desde todas las trincheras a las compañeras colectiveras en su lucha 💪🏽! Cuenten con nosotras y nosotros!	Ciudad Futura
https://www.facebook.com/113384436026702/posts/331390174226126/	Caren Tepp	video	2019-05-18T00:00:00Z	202	mayo	1	No	▶ Llegó el video de Bótelos y acá va un pedacito de lo que decíamos: si te gusta la plata no podés dedicarte a la política! 👇	Ciudad Futura
https://www.facebook.com/113384436026702/posts/332040230827787/	Caren Tepp	photo	2019-05-20T00:00:00Z	211	mayo	1	No	👇🏽MUJERES HACIENDO CIUDADAyer nos encontramos muchas mujeres 🙋🏽‍♀️🙋🏻‍♀️ que todos los días y en distintos barrios estamos construyendo la ciudad futura que deseamos. Salimos con los corazones llenos de emoción porque nos organizamos para que esa #Rosario más igualitaria justa y libre llegue antes!CiudadFutura Territorios Saludables	Ciudad Futura
