Permalink	mens_id	Type	Fecha	Engagement	mes	Message.y	mensaje
https://www.facebook.com/113384436026702/posts/310348999663577/	11_Caren Tepp_Ciudad Futura_1_No	video	2019-03-28T00:00:00Z	144	marzo	Acceder a #alimentos saludables a bajo costo no puede ser un privilegio ⬇En #Rosario podemos producir alimentos de calidad para todas y todos y hacer que el litro de #leche no salga más caro que en Alemania 👇✔️Poner a trabajar la tierra ociosa de la ciudad para producir 🌽🍊🍅.✔️Crear una planta láctea pública 🏭 para que la leche 🥛 tenga un precio razonable.	acceder alimentos saludables costo puede privilegio rosario podemos producir alimentos calidad todas litro leche salga caro alemania trabajar tierra ociosa ciudad producir crear planta láctea pública leche precio razonable
https://www.facebook.com/113384436026702/posts/310790732952737/	12_Caren Tepp_Ciudad Futura_1_No	photo	2019-03-29T00:00:00Z	299	marzo	En Argentina comer tiene que ser barato y en #Rosario vamos a demostrar que podemos lograrlo 💪En Ciudad Futura el acceso a los alimentos es prioridad por eso creamos la Misión Anti Inflación y recuperamos el Tambo La Resistencia proyectos que este medio día nos permitieron convidar a los y las rosarinas productos sanos a buenos precios. En nuestro gobierno los alimentos van a ser política de estado. Para que nadie tenga que pagar acá la leche más cara que en Alemania y para que todas y todos podamos acceder a productos de calidad.En la ciudad existen 800 hectáreas que no se usan para nada allí vamos generar un polo agroindustrial donde funcione entre otras cosas una planta láctea pública. Para eso estos días nos reunimos con distintos actores que desde hace tiempo vienen trabajando e investigando en producción y comercialización de alimentos. Con ellas y ellos vamos a seguir proyectando una Rosario productiva!	argentina comer barato rosario demostrar podemos lograrlo ciudad futura acceso alimentos prioridad creamos misión anti inflación recuperamos tambo resistencia proyectos permitieron convidar rosarinas productos sanos buenos precios gobierno alimentos política estado nadie pagar acá leche cara alemania todas podamos acceder productos calidad ciudad hectáreas generar polo agroindustrial funcione otras planta láctea pública reunimos distintos actores tiempo vienen trabajando investigando producción comercialización alimentos ellas ellos seguir proyectando rosario productiva
https://www.facebook.com/113384436026702/posts/312187649479712/	13_Caren Tepp_Ciudad Futura_1_No	photo	2019-04-02T00:00:00Z	125	abril	Mañana miércoles 3 de abril a las 19hs en el Distrito Siete (Lagos 790) presentamos este hermoso libro parido desde 52 autoras 🌈. Una producción 100% colectiva y autogestiva para seguir dialogando sobre cómo hacer ciudades donde las mayorías sean protagonistas de sus destinos 💪. #FUTURAS #CiudadesFeministas 👇	mañana miércoles abril hs distrito lagos presentamos hermoso libro parido autoras producción colectiva autogestiva seguir dialogando ciudades mayorías protagonistas destinos futuras ciudadesfeministas
https://www.facebook.com/113384436026702/posts/313081749390302/	14_Caren Tepp_Ciudad Futura_1_No	photo	2019-04-04T00:00:00Z	218	abril	Algunas imágenes de la emocionante presentación de #FUTURAS #CudadesFeministas💜52 autoras💜Una poducción 100% colectiva y autogestiva 👇 Vamos a cambiar el modelo de ciudad para que #Rosario sea de verdad para todas para todos 💪	imágenes emocionante presentación futuras cudadesfeministas autoras poducción colectiva autogestiva cambiar modelo ciudad rosario verdad todas
https://www.facebook.com/113384436026702/posts/314596532572157/	15_Caren Tepp_Ciudad Futura_1_No	photo	2019-04-08T00:00:00Z	173	abril	Ayer las compañeras de Ciudad Futura y Causa - Organización Popular se armaron un hermoso ferión: más de 100 productoras 👭👭 varieté de payasas 🤹🏻‍♀️ y Ayelén Beker en vivo 🎤.Con autogestión y muchas manos a estos tiempos difíciles los afrontamos apostando a la producción colaborativa y solidaria! 💜#GenteDistinta para construir #UnFuturoDiferenteImpulsarFeria Furia FeministaLa Libre#ferias #autogestion	compañeras ciudad futura causa organización popular armaron hermoso ferión productoras varieté payasas ayelén beker vivo autogestión manos tiempos difíciles afrontamos apostando producción colaborativa solidaria gentedistinta construir unfuturodiferenteimpulsarferia furia feministala libre ferias autogestion
https://www.facebook.com/113384436026702/posts/315045052527305/	16_Caren Tepp_Ciudad Futura_1_No	video	2019-04-09T00:00:00Z	211	abril	En Nuevo Alberdi el barrio donde empezamos a militar con Juan el barrio donde recuperamos el Tambo La Resistencia y donde nació la escuela ETICA no había jardines de 4 años. Por eso en el 2016 decidimos abrir el jardin de la Ética. Ya pasaron por él más de 100 niñas y niños 👦🏼👧🏾👦🏻👧🏽 y ayer arrancaron otros 30.Ahí donde el estado no hace lo que tiene que hacer con organización y muchas manos (este año se sumaron al equipo docente vecinas madres y egresadas del asecundaria💜) seguimos contruyendo #UnFuturoDiferente 🌈	nuevo alberdi barrio empezamos militar juan barrio recuperamos tambo resistencia nació escuela etica jardines años decidimos abrir jardin ética pasaron niñas niños arrancaron otros estado organización manos año sumaron equipo docente vecinas madres egresadas asecundaria seguimos contruyendo unfuturodiferente
https://www.facebook.com/113384436026702/posts/315465115818632/	17_Caren Tepp_Ciudad Futura_1_No	video	2019-04-10T00:00:00Z	129	abril	👇La síntesis de una de nuestras propuestas para abordar el problema de la seguridad y el narcotráfico en #Rosario: la creación de La AGENCIA de JUSTICIA URBANÍSTICA para seguir la ruta del lavado de dinero que va al negocio inmobiliario.Mañana en el programa de tv “La voz del grillo” (23hs por Televisión Regional vamos a presentar todas nuestras propuestas en seguridad para la ciudad.Gracias a la gente de “Apuntes y Resumen” y a Radio Universidad UNR por este recorte!	síntesis propuestas abordar problema seguridad narcotráfico rosario creación agencia justicia urbanística seguir ruta lavado dinero negocio inmobiliario mañana programa tv voz grillo hs televisión regional presentar todas propuestas seguridad ciudad gracias gente apuntes resumen radio universidad unr recorte
https://www.facebook.com/113384436026702/posts/315813392450471/	18_Caren Tepp_Ciudad Futura_1_No	video	2019-04-11T00:00:00Z	208	abril	Cuando hablamos del potencial de hacer una revolución educativa desde el municipio nos basamos en experiencias como esta 👇Ale Abasto como tantos otros pibes y pibas no tuvo lugar en las escuelas tradicionales pero llegó al Bachillerato Popular Tablada y pudo terminar la secundaria👨🏻‍🎓. Hoy estudia Ciencias Políticas en la Universidad Nacional de Rosario.El Bachi Tablada y la ETICA son escuelas que fundamos ahí donde el estado está ausente. Imagínense lo que podríamos hacer si el gobierno municipal se pone al hombro la recuperación de la red de instituciones públicas que hoy ya existen en los barrios pero que están abandonadas. El modelo de ciudad cambia las pibas y los pibes tienen oportunidades y los barrios se vuelven más igualitarios y más seguros! 💪🏽	hablamos potencial revolución educativa municipio basamos experiencias ale abasto tantos otros pibes pibas lugar escuelas tradicionales bachillerato popular tablada terminar secundaria estudia ciencias políticas universidad nacional rosario bachi tablada etica escuelas fundamos estado ausente imagínense podríamos gobierno municipal pone hombro recuperación red instituciones públicas barrios abandonadas modelo ciudad cambia pibas pibes oportunidades barrios vuelven igualitarios seguros
https://www.facebook.com/113384436026702/posts/316243362407474/	19_Caren Tepp_Ciudad Futura_1_No	video	2019-04-12T00:00:00Z	109	abril	Ayer junto a Carlos del Frade  y Juan Monteverde presentamos nuestras propuestas en SEGURIDAD para #Rosario.Una de ellas es investigar y llevar a la justicia a los verdaderos generadores de la violencia a través de la Agencia de Justicia Urbanística 👇.También vamos a impulsar una revolución educativa municipal para brindarle oportunidades de verdad a nuestros pibes y pibas. Y vamos a garantizar que el Estado asuma una fuerte inversión de calidad en el espacio público para que la gente se sienta segura y protegida estando en la calle.Para ver el plan de Seguridad completo 👉http://gentedistinta.com.ar/?p=1088#GenteDistinta para construir #UnFuturoDiferente	carlos_del_frade juan_monteverde presentamos propuestas seguridad rosario ellas investigar justicia verdaderos generadores violencia agencia justicia urbanística impulsar revolución educativa municipal brindarle oportunidades verdad pibes pibas garantizar estado asuma fuerte inversión calidad espacio público gente sienta segura protegida calle plan seguridad completo construir unfuturodiferente
https://www.facebook.com/113384436026702/posts/316653945699749/	20_Caren Tepp_Ciudad Futura_1_No	photo	2019-04-13T00:00:00Z	182	abril	El jueves aprobamos en el Concejo de #Rosario un pedido de informe para que el municipio diga cómo se financia la agenda cultural del municipio. No discutimos el uso de fondos públicos para espectáculos que es obvio que tiene que estar cuestionamos la arbitrariedad y el uso electoral de esos fondos. Preocupación que nos acercaron distintos gestores culturales de la ciudad que en medio de la crisis económica que vivimos ahora además tienen una competenica desigual con la agenda cultural del Estado. Shows masivos con artistas nacionales donde aparecen candidatos del oficialismo que nada tienen que ver con la programación cultural y que terminan compitiendo con la agenda cultural autogestiva e independiente.	jueves aprobamos concejo rosario pedido informe municipio diga financia agenda cultural municipio discutimos fondos públicos espectáculos obvio cuestionamos arbitrariedad electoral fondos preocupación acercaron distintos gestores culturales ciudad crisis económica vivimos ahora competenica desigual agenda cultural estado shows masivos artistas nacionales aparecen candidatos oficialismo programación cultural terminan compitiendo agenda cultural autogestiva independiente
https://www.facebook.com/113384436026702/posts/317141258984351/	21_Caren Tepp_Ciudad Futura_1_No	photo	2019-04-15T00:00:00Z	187	abril	Sonreímos porque como dijo hoy Monte tienen el poder y lo van a perder! Gracias compañeras gracias compañeros gracias @cdelfrade el futuro que se viene es como lo soñamos!#GenteDistinta para #UnFuturoDiferente @ Rosario Santa Fe	sonreímos monte perder gracias compañeras gracias compañeros gracias futuro viene soñamos gentedistinta unfuturodiferente rosario santa_fe
https://www.facebook.com/113384436026702/posts/317311682300642/	22_Caren Tepp_Ciudad Futura_1_No	photo	2019-04-15T00:00:00Z	193	abril	Sonreímos porque como dijo hoy Monte tienen el poder y lo van a perder! Gracias compañeras gracias compañeros gracias Carlos del Frade el futuro que se viene es como lo soñamos!#GenteDistinta para #UnFuturoDiferente	sonreímos monte perder gracias compañeras gracias compañeros gracias carlos_del_frade futuro viene soñamos gentedistinta unfuturodiferente
https://www.facebook.com/113384436026702/posts/317687582263052/	23_Caren Tepp_Ciudad Futura_1_No	photo	2019-04-16T00:00:00Z	673	abril	👉🏽Hace 15 días te contábamos sobre nuestra propuesta de hacer una Planta Láctea Pública 🐄 en #Rosario para que el litro de leche no cueste más cara que en Alemania.👆🏽Hoy sin ser todavía gobierno demostramos que en la ciudad nadie se va a quedar sin este alimento básico🥛: impulsamos una alianza estratégica con las y los trabajadores de la Cooperativa Tambera Cotar que nos permite ofrecer 3 litros de leche a $100.Cuándo y dónde?📍Hoy martes 16 en la Plaza Sarmiento a partir de las 11hs.📍El jueves 18 en los seis distritos de @ciudad_futura:*Norte (Av. Rondeau esquina Freire)*Sur (Uriburu 1074)*Centro (San Martín 1168)*Noroeste (Eva Perón 6678)*Oeste (Viamonte 4139)*Sudoeste (Arijón 2433)En la puerta de la Planta Cotar (Umberto Primo 1155)En Nuevo Alberdi-Los horarios van a ser especificados durante el día-En Argentina 🇦🇷 comer sano tiene que ser barato y en #Rosario ya lo estamos demostrando!#GenteDistinta para construir #UnFuturoDiferente	contábamos propuesta planta láctea pública rosario litro leche cueste cara alemania gobierno demostramos ciudad nadie quedar alimento básico impulsamos alianza estratégica trabajadores cooperativa tambera cotar permite ofrecer litros leche martes plaza sarmiento hs jueves distritos norte av rondeau esquina freire sur uriburu centro san_martín noroeste eva perón oeste viamonte sudoeste arijón puerta planta cotar umberto primo nuevo alberdi horarios especificados argentina comer sano barato rosario demostrando gentedistinta construir unfuturodiferente
https://www.facebook.com/113384436026702/posts/317839028914574/	24_Caren Tepp_Ciudad Futura_1_No	video	2019-04-16T00:00:00Z	378	abril	Hoy un montón de gente se llevó 3 litros de leche a $100 🥛. El #Sachetazo sigue este jueves 18 en los distintos distritos de @ciudad_futura y vamos a hacerlo todas las semanas en #Rosario.Porque aún en estos tiempos de crisis con voluntad política y muchas manos podemos resolver los problemas de todas y todos!💪#GenteDistinta para #UnFuturoDiferente	montón gente llevó litros leche sachetazo jueves distintos distritos todas semanas rosario tiempos crisis voluntad política manos podemos resolver problemas todas gentedistinta unfuturodiferente
https://www.facebook.com/113384436026702/posts/317846005580543/	25_Caren Tepp_Ciudad Futura_1_No	video	2019-04-16T00:00:00Z	103	abril	Hoy un montón de gente se llevó 3 litros de leche a $100 🥛.El #Sachetazo sigue este jueves 18 en los distintos distritos Ciudad Futura y vamos a hacerlo todas las semanas en #Rosario. Podés acercarte a partir de las 11 a:📍Cualquiera de los seis distritos de Ciudad Futura:*Norte (Av. Rondeau esquina Freire)*Sur (Uriburu 1074)*Centro (San Martín 1168)*Noroeste (Eva Perón 6678)*Oeste (Viamonte 4139)*Sudoeste (Arijón 2433)📍La puerta de la Planta Cotar (Umberto Primo 1155)📍En Nuevo Alberdi (dirección a confirmar)Porque aún en estos tiempos de crisis con voluntad política y muchas manos podemos resolver los problemas de todas y todos!💪 #GenteDistinta para #UnFuturoDiferente	montón gente llevó litros leche sachetazo jueves distintos distritos ciudad futura todas semanas rosario podés acercarte cualquiera distritos ciudad futura norte av rondeau esquina freire sur uriburu centro san_martín noroeste eva perón oeste viamonte sudoeste arijón puerta planta cotar umberto primo nuevo alberdi dirección confirmar tiempos crisis voluntad política manos podemos resolver problemas todas gentedistinta unfuturodiferente
https://www.facebook.com/113384436026702/posts/318136512218159/	26_Caren Tepp_Ciudad Futura_1_No	photo	2019-04-17T00:00:00Z	296	abril	👇Con voluntad política en #Rosario comer sano puede ser barato!En medio de la crisis que atraviesa el sector lácteo y con una inflación que se dispara cada vez más ayer presentamos la alianza productiva entre Ciudad Futura y la Cooperativa rosarina tambera Cotar que nos permite ofrecer el LITRO DE LECHE a $33.Todas las semanas vamos a comercializar este producto 🥛 en los distritos de Ciudad Futura ubicados en 6 barrios diferentes de la ciudad.Si pudimos hacer todo esto aún sin ser gobierno con organización y autogestión imaginate lo que podríamos lograr desde el municipio!💪#GenteDistinta para #UnFuturoDiferente	voluntad política rosario comer sano puede barato crisis atraviesa sector lácteo inflación dispara presentamos alianza productiva ciudad futura cooperativa rosarina tambera cotar permite ofrecer litro leche todas semanas comercializar producto distritos ciudad futura ubicados barrios diferentes ciudad pudimos gobierno organización autogestión imaginate podríamos lograr municipio gentedistinta unfuturodiferente
https://www.facebook.com/113384436026702/posts/318634795501664/	27_Caren Tepp_Ciudad Futura_1_No	photo	2019-04-18T00:00:00Z	264	abril	Hoy visitamos y recorrimos junto a @juanmonteverde la planta de la Cooperativa Láctea Cotar. Emociona ver esos 80 años de historia de un emblema de la producción en la ciudad. Y en definitiva de eso se trata esta alianza estratégica que desde @ciudad_futura compartimos con Cotar: de demostrar que las ciudades pueden producir y que si los alimentos son una política de Estado ningún rosarino ni rosarina debería dejar de acceder a cosas tan básicas como la leche! En Argentina comer debería ser barato y en Rosario lo vamos a demostrar! @ COTAR	visitamos recorrimos planta cooperativa láctea cotar emociona años historia emblema producción ciudad definitiva trata alianza estratégica compartimos cotar demostrar ciudades pueden producir alimentos política estado rosarino rosarina debería dejar acceder básicas leche argentina comer debería barato rosario demostrar cotar
https://www.facebook.com/113384436026702/posts/319028422128968/	28_Caren Tepp_Ciudad Futura_1_No	photo	2019-04-19T00:00:00Z	326	abril	En las elecciones de 2017 nuestra lista de candidatas a diputadas (El Poder de las Mujeres) y la de Carlos del Frade por el Frente Social y Popular sumaron en conjunto 130 mil votos. Pero a diferencia de hace dos años este 2019 nos encuentra juntos y el desafío de esta confluencia es ir por más porque la provincia de #SantaFe necesita que seamos muchas y muchos los que empujemos una nueva fuerza capaz de disputarle de igual a igual los espacios de poder a los mismos de siempre.Queremos seguir construyendo nuestra red de pueblos y ciudades que desde abajo genera proyectos concretos territoriales que transforman la vida de la gente aquí y ahora. Este 2019 con la candidatura de Carlitos a la Legislatura provincial se sintetizan muchas de estas cosas: el trabajo con la gente la transparencia y y por sobre todo el #Hacer esa característica que tanto nos define y une.Este 2019 hay una alternativa en la provincia de Santa Fe. Para transformar todo lo que deba ser transformado con una nueva forma de construir política más sensible consciente de los problemas reales y sabiendo qué hacer para solucionarlos.Tenemos una oportunidad histórica. Por eso vamos con #DelFradeDiputado quien está acompañado en la lista por nuestra compañera Dámaris Pacchiotti de #CañadadeGomez y con ella todas las compañeras todos los sueños de una Santa Fe más igualitaria más libre más justa.Por eso este 2019 necesitamos #GenteDistinta para construir #UnFuturoDiferente 🌈Santa Fe Futura	elecciones lista candidatas diputadas mujeres carlos_del_frade frente social popular sumaron conjunto mil votos diferencia años juntos desafío confluencia provincia santa_fe necesita empujemos fuerza capaz disputarle igual igual espacios siempre seguir construyendo red pueblos ciudades abajo genera proyectos concretos territoriales transforman vida gente ahora candidatura carlitos legislatura provincial sintetizan trabajo gente transparencia característica define une alternativa provincia santa_fe transformar deba transformado forma construir política sensible consciente problemas reales sabiendo solucionarlos oportunidad histórica delfradediputado acompañado lista compañera dámaris pacchiotti cañadadegomez todas compañeras sueños santa_fe igualitaria libre justa necesitamos gentedistinta construir unfuturodiferente santa_fe futura
https://www.facebook.com/113384436026702/posts/319772818721195/	29_Caren Tepp_Ciudad Futura_1_No	photo	2019-04-21T00:00:00Z	211	abril	Ayer en Balcarce y el río les pibis fueron protagonistas porque como dijo Ofelia Fernández en sus corazones está la pedagogía para cambiar todo lo que deseemos cambiar 💪💜Ciudad FuturaPatria Grande RosarioPampillón - El GritoLobo Suelto	balcarce río pibis protagonistas ofelia fernández corazones pedagogía cambiar deseemos cambiar ciudad futurapatria grande rosariopampillón gritolobo suelto
https://www.facebook.com/113384436026702/posts/320983898600087/	30_Caren Tepp_Ciudad Futura_1_No	photo	2019-04-24T00:00:00Z	395	abril	Falta nada para el domingo y en medio de tanta emoción me llega esta fotaza. Ahí firmes y con la sonrisa más linda del mundo están les pibis 🌈.Ellas ellos elles son nuestra revolución porque como dijo otra gran piba es aburrido pensar que lo que podés hacer viene mañana. Estamos ahora y acá. Nos autopercibimos presente.Hoy podemos cambiarlo todo💪#LesPibisAlPoder	falta domingo tanta emoción llega fotaza firmes sonrisa linda mundo pibis ellas ellos elles revolución piba aburrido pensar podés viene mañana ahora acá autopercibimos presente podemos cambiarlo lespibisalpoder
https://www.facebook.com/113384436026702/posts/321103595254784/	31_Caren Tepp_Ciudad Futura_1_No	photo	2019-04-24T00:00:00Z	250	abril	Hoy en el Centro de Justicia Penal de #Rosario acompañamos a la familia de Paula Perassi en los alegatos finales del juicio por su desaparición.Abrazo enorme a Alberto y Alicia que jamás bajaron los brazos.Por Paula y por todas que sea justicia!#SinPaulaPerassiNoHayNuncaMas #JusticiaPorPaulaPerassi	centro justicia penal rosario acompañamos familia paula_perassi alegatos finales juicio desaparición abrazo enorme alberto alicia jamás bajaron brazos paula todas justicia sinpaulaperassinohaynuncamas justiciaporpaulaperassi
https://www.facebook.com/113384436026702/posts/321407811891029/	32_Caren Tepp_Ciudad Futura_1_No	video	2019-04-25T00:00:00Z	251	abril	El domingo voto convencida como lo hago desde el 2013 cuando nació la querida Ciudad Futura porque ya no queríamos seguir eligiendo entre los mismos de siempre.El domingo voto emocionada porque sé que somos muchas y muchos más los que compartimos este deseo. Y muchas y muchos más los que trabajamos todos los días para que la ciudad sea como la soñamos.El domingo voto con ilusión porque esta vez tenemos la oportunidad histórica de cambiar de verdad #Rosario.#GenteDistinta para construir #UnFuturoDiferente🌈	domingo voto convencida nació querida ciudad futura queríamos seguir eligiendo siempre domingo voto emocionada compartimos deseo trabajamos ciudad soñamos domingo voto ilusión oportunidad histórica cambiar verdad rosario gentedistinta construir unfuturodiferente
